   1.40000000 -49.85439317 
   1.44615385 -49.86015839 
   1.49230769 -49.86280049 
   1.53846154 -49.86296537 
   1.58461538 -49.86122431 
   1.63076923 -49.85836760 
   1.67692308 -49.85459304 
   1.72307692 -49.85004809 
   1.76923077 -49.84499183 
   1.81538462 -49.83964519 
   1.86153846 -49.83420530 
   1.90769231 -49.82887287 
   1.95384615 -49.82384935 
   2.00000000 -49.81925209 
